#Iteration Current
0	5.51E-13
1	7.54E-13
2	7.81E-13
3	1.05E-12
4	8.79E-13
5	5.23E-13
6	4.86E-13
7	2.36E-13
8	8.34E-13
9	8.70E-13
10	1.08E-12
11	1.35E-12
12	1.00E-12
13	9.14E-13
14	4.46E-13
15	1.37E-12
16	8.89E-13
17	5.71E-13
18	5.77E-13
19	7.19E-13
20	7.37E-13
21	5.96E-13
22	9.59E-13
23	4.44E-13
24	4.62E-13
25	8.47E-13
26	5.47E-13
27	5.45E-13
28	3.60E-13
29	8.05E-13
30	5.24E-13
31	-1.25E-13
32	1.04E-13
33	4.81E-13
34	3.13E-13
35	3.21E-13
36	4.55E-13
37	6.62E-13
38	7.67E-13
39	8.07E-13
40	1.07E-12
41	3.35E-13
42	8.58E-13
43	7.15E-13
44	1.24E-12
45	1.10E-12
46	4.24E-13
47	1.22E-12
48	8.57E-13
49	1.14E-12
50	9.84E-13
51	7.44E-13
52	6.49E-13
53	6.61E-13
54	1.10E-12
55	7.06E-13
56	4.67E-13
57	5.37E-13
58	9.63E-13
59	6.35E-13
60	6.70E-13
61	6.06E-13
62	8.58E-13
63	7.02E-13
64	1.72E-13
65	5.02E-13
66	3.41E-13
67	1.15E-14
68	8.26E-13
69	6.46E-13
70	2.53E-13
71	8.21E-13
72	5.71E-13
73	5.17E-13
74	9.24E-13
75	7.56E-13
76	5.02E-14
77	7.28E-13
78	6.70E-13
79	6.29E-13
80	3.34E-13
81	3.86E-13
82	2.19E-13
83	4.18E-13
84	9.31E-13
85	5.89E-13
86	4.16E-13
87	1.10E-12
88	9.78E-14
89	5.11E-13
90	9.07E-13
91	5.22E-13
92	7.18E-13
93	1.14E-12
94	3.92E-13
95	4.70E-13
96	2.90E-13
97	1.14E-12
98	8.87E-13
99	1.36E-12
100	7.03E-13
101	1.21E-12
102	9.06E-13
103	9.29E-13
104	1.03E-12
105	8.28E-13
106	5.53E-13
107	8.60E-13
108	5.15E-13
109	7.53E-13
110	1.14E-12
111	1.02E-12
112	5.53E-13
113	1.21E-12
114	5.77E-13
115	6.61E-13
116	5.64E-13
117	1.13E-12
118	9.80E-13
119	9.36E-13
