#Iteration Current
0	1.91E-13
1	1.90E-13
2	1.94E-13
3	1.97E-13
4	1.88E-13
5	1.95E-13
6	1.99E-13
7	1.95E-13
8	1.93E-13
9	1.95E-13
10	2.01E-13
11	1.94E-13
12	1.98E-13
13	1.97E-13
14	1.97E-13
15	1.93E-13
16	1.93E-13
17	1.95E-13
18	1.94E-13
19	1.97E-13
20	1.95E-13
21	1.90E-13
22	1.94E-13
23	1.90E-13
24	1.96E-13
25	1.95E-13
26	1.90E-13
27	1.91E-13
28	1.94E-13
29	1.92E-13
30	1.92E-13
31	1.92E-13
32	1.90E-13
33	1.88E-13
34	1.93E-13
35	1.94E-13
36	1.92E-13
37	1.98E-13
38	1.91E-13
39	1.93E-13
40	1.94E-13
41	1.93E-13
42	1.93E-13
43	1.96E-13
44	1.96E-13
45	1.92E-13
46	1.94E-13
47	1.91E-13
48	1.90E-13
49	1.90E-13
50	1.94E-13
51	1.93E-13
52	1.93E-13
53	1.91E-13
54	1.89E-13
55	1.94E-13
56	1.94E-13
57	1.92E-13
58	1.93E-13
59	1.90E-13
